CommentID,checked_at,brand_catalog_size,brand_catalog_version
1616320479952252,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616321166618850,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616322349952065,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616325129951787,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616325826618384,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616326373284996,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616330839951216,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616331013284532,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616331183284515,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616333636617603,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616335079950792,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616337346617232,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616338423283791,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616343596616607,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616346986616268,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616350379949262,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616350803282553,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616351059949194,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616351339949166,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616356363281997,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616357566615210,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616363086614658,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616363696614597,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616369013280732,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616374943280139,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616376956613271,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616377039946596,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616377119946588,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616377959946504,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616382533279380,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616382946612672,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616395236611443,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616397923277841,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616399913277642,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616400623277571,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616406363276997,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616408209943479,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616410726609894,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616422706608696,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616422773275356,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616422823275351,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616422879942012,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616423213275312,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616451236605843,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616468566604110,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616530013264632,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616579019926398,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616598303257803,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1617135229870777,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1617179359866364,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1617270063190627,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1617288576522109,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1617288916522075,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1617321589852141,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616457496605217,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616457776605189,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616458059938494,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616518883265745,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616521656598801,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616526489931651,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616528533264780,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616530953264538,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616531903264443,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616538206597146,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616544359929864,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616545486596418,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616546323263001,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616546713262962,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616561383261495,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616567103260923,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616572353260398,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616573306593636,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616573489926951,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616575489926751,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616575629926737,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616589739925326,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616632423254391,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616646933252940,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616661646584802,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616697113247922,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616707076580259,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1616753796575587,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1617062816544685,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1617155529868747,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1618003566450610,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1323636269639618,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1323644299638815,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1323742306295681,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
1324828372853741,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
28558717563740646,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
28558727000406369,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
28558850650394004,2026-09-03T12:13:30.447907,14,474ccba59d18cf70
