CommentID,insurance_line,insurance_subline,confidence,evidence,detected_at
1748213943052596,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748215569719100,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748228713051119,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748264663047524,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748118113062179,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748125053061485,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748127153061275,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748138499726807,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748149273059063,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748187529721904,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748229679717689,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748264206380903,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748114946395829,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748116636395660,health,health,0.88,vien phi,2026-09-16T11:01:31.586651
1748117466395577,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748118096395514,critical_illness,critical_illness,0.9,ung thu,2026-09-16T11:01:31.586651
1748118633062127,health,health,0.88,suc khoe,2026-09-16T11:01:31.586651
1748122239728433,health,health,0.88,suc khoe,2026-09-16T11:01:31.586651
1748123546394969,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748123676394956,life,life_general,0.82,nhan tho,2026-09-16T11:01:31.586651
1748124819728175,health,health,0.88,suc khoe,2026-09-16T11:01:31.586651
1748128079727849,health,health,0.88,suc khoe,2026-09-16T11:01:31.586651
1748137283060262,health,health,0.88,suc khoe,2026-09-16T11:01:31.586651
1748142789726378,health,health,0.88,suc khoe,2026-09-16T11:01:31.586651
1748151126392211,health,health,0.88,suc khoe,2026-09-16T11:01:31.586651
1748157556391568,health,health,0.88,suc khoe,2026-09-16T11:01:31.586651
1748162379724419,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748174406389883,health,health,0.88,suc khoe,2026-09-16T11:01:31.586651
1748240353049955,car,car,0.96,o to,2026-09-16T11:01:31.586651
1748262853047705,life,life_general,0.82,nhan tho,2026-09-16T11:01:31.586651
1748265203047470,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748267366380587,car,car,0.96,o to,2026-09-16T11:01:31.586651
1748318456375478,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748340323039958,health,health,0.88,suc khoe,2026-09-16T11:01:31.586651
1748343166373007,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748667056340618,bank_insurance,bank_insurance,0.86,vay,2026-09-16T11:01:31.586651
1748670926340231,life,life_general,0.82,nhan tho,2026-09-16T11:01:31.586651
1748677419672915,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748117423062248,health,health,0.88,vien phi,2026-09-16T11:01:31.586651
1748126389728018,health,health,0.88,noi tru,2026-09-16T11:01:31.586651
1748127166394607,critical_illness,critical_illness,0.9,ung thu,2026-09-16T11:01:31.586651
1748127853061205,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748127993061191,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748129243061066,health,health,0.88,noi tru,2026-09-16T11:01:31.586651
1748129579727699,critical_illness,critical_illness,0.9,ung thu,2026-09-16T11:01:31.586651
1748135499727107,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748142376393086,car,car,0.96,o to,2026-09-16T11:01:31.586651
1748151129725544,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748151423058848,critical_illness,critical_illness,0.9,ung thu,2026-09-16T11:01:31.586651
1748152696392054,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748159036391420,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748159586391365,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748160599724597,health,health,0.88,noi tru,2026-09-16T11:01:31.586651
1748161149724542,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748163349724322,health,health,0.88,vien phi,2026-09-16T11:01:31.586651
1748163819724275,critical_illness,critical_illness,0.9,benh hiem ngheo,2026-09-16T11:01:31.586651
1748167323057258,critical_illness,critical_illness,0.9,đột quỵ,2026-09-16T11:01:31.586651
1748169909723666,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748170586390265,health,health,0.88,noi tru,2026-09-16T11:01:31.586651
1748173499723307,health,health,0.88,vien phi,2026-09-16T11:01:31.586651
1748174143056576,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748179049722752,bank_insurance,bank_insurance,0.86,vay,2026-09-16T11:01:31.586651
1748214713052519,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748217253052265,health,health,0.88,noi tru,2026-09-16T11:01:31.586651
1748220093051981,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748224779718179,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748228159717841,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748229833051007,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748230869717570,critical_illness,critical_illness,0.9,ung thu,2026-09-16T11:01:31.586651
1748242946383029,health,health,0.88,noi tru,2026-09-16T11:01:31.586651
1748246683049322,life,life_general,0.82,bhnt,2026-09-16T11:01:31.586651
1748257393048251,health,health,0.88,vien phi,2026-09-16T11:01:31.586651
1748258553048135,critical_illness,critical_illness,0.9,ung thu,2026-09-16T11:01:31.586651
1748278656379458,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748279246379399,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748279456379378,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748298633044127,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748304359710221,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748382293035761,health,health,0.88,noi tru,2026-09-16T11:01:31.586651
1748415146365809,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748442106363113,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748446333029357,health,health,0.88,noi tru,2026-09-16T11:01:31.586651
1748451799695477,critical_illness,critical_illness,0.9,ung thu,2026-09-16T11:01:31.586651
1748490659691591,critical_illness,critical_illness,0.9,ung thu,2026-09-16T11:01:31.586651
1748688726338451,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748689953004995,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748941209646536,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1749550862918904,critical_illness,critical_illness,0.9,ung thu,2026-09-16T11:01:31.586651
1749555389585118,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1749556962918294,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1749557692918221,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1749597029580954,health,health,0.88,noi tru,2026-09-16T11:01:31.586651
1749598919580765,bank_insurance,bank_insurance,0.86,vay,2026-09-16T11:01:31.586651
1749712886236035,health,health,0.88,noi tru,2026-09-16T11:01:31.586651
1749713566235967,health,health,0.88,noi tru,2026-09-16T11:01:31.586651
1749812286226095,critical_illness,critical_illness,0.9,ung thu,2026-09-16T11:01:31.586651
1749853676221956,car,car,0.96,o to,2026-09-16T11:01:31.586651
1749878322886158,health,health,0.88,noi tru,2026-09-16T11:01:31.586651
1749882072885783,critical_illness,critical_illness,0.9,ung thu,2026-09-16T11:01:31.586651
1749890369551620,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1749892622884728,critical_illness,critical_illness,0.9,ung thu,2026-09-16T11:01:31.586651
1749893746217949,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1749894559551201,health,health,0.88,suc khoe,2026-09-16T11:01:31.586651
1748309129709744,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1749420539598603,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1749421819598475,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748293139711343,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748293353044655,critical_illness,critical_illness,0.9,ung thu,2026-09-16T11:01:31.586651
1748293953044595,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748310813042909,car,car,0.96,o to,2026-09-16T11:01:31.586651
1748314133042577,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748326036374720,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748333866373937,critical_illness,critical_illness,0.9,benh hiem ngheo,2026-09-16T11:01:31.586651
1748341769706480,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748342049706452,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748360869704570,life,life_general,0.82,nhan tho,2026-09-16T11:01:31.586651
1748403699700287,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748434933030497,health,health,0.88,suc khoe,2026-09-16T11:01:31.586651
1748516716355652,health,health,0.88,suc khoe,2026-09-16T11:01:31.586651
1749005902973400,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1749271819613475,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1751029869437670,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1751203869420270,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748657383008252,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1749274842946506,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1749395972934393,critical_illness,critical_illness,0.9,benh hiem ngheo,2026-09-16T11:01:31.586651
1749574269583230,health,health,0.88,vien phi,2026-09-16T11:01:31.586651
1750090986198225,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748302293043761,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748303589710298,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748303813043609,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748305476376776,health,health,0.88,suc khoe,2026-09-16T11:01:31.586651
1748305626376761,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748311686376155,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748313529709304,non_life_general,non_life_general,0.75,bao minh,2026-09-16T11:01:31.586651
1748314396375884,health,health,0.88,suc khoe,2026-09-16T11:01:31.586651
1748317836375540,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748319686375355,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748321333041857,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748321833041807,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748322229708434,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748333283040662,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748206073053383,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748212603052730,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748216499719007,critical_illness,critical_illness,0.9,benh hiem ngheo,2026-09-16T11:01:31.586651
1748219329718724,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748228409717816,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748264939714163,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748410029699654,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748183966388927,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748186263055364,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748188313055159,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748189529721704,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748191143054876,bank_insurance,bank_insurance,0.86,vay,2026-09-16T11:01:31.586651
1748211766386147,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748226016384722,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748226159718041,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748226819717975,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748227483051242,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748265423047448,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748364163037574,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748309549709702,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748311913042799,car,car,0.96,o to,2026-09-16T11:01:31.586651
1748312949709362,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748315279709129,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748315476375776,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748336749706982,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748339963039994,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748349589705698,life,life_general,0.82,bhnt,2026-09-16T11:01:31.586651
1748350969705560,bank_insurance,bank_insurance,0.86,vay,2026-09-16T11:01:31.586651
1748355556371768,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748365396370784,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748368943037096,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748400773033913,bank_insurance,bank_insurance,0.86,vay,2026-09-16T11:01:31.586651
1748418836365440,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748434309697226,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748511213022869,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748588269681830,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748655999675057,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748815639659093,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748939199646737,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1749001846307139,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1749575009583156,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748351716372152,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748361383037852,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748398026367521,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748398353034155,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748399419700715,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748435859697071,health,health,0.88,suc khoe,2026-09-16T11:01:31.586651
1748436659696991,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748553743018616,bank_insurance,bank_insurance,0.86,vay,2026-09-16T11:01:31.586651
1748558209684836,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748638803010110,car,car,0.96,o to,2026-09-16T11:01:31.586651
1748290663044924,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748292326378091,health,health,0.88,suc khoe,2026-09-16T11:01:31.586651
1748294666377857,health,health,0.88,suc khoe,2026-09-16T11:01:31.586651
1748296443044346,life,life_general,0.82,nhan tho,2026-09-16T11:01:31.586651
1748306309710026,health,health,0.88,vien phi,2026-09-16T11:01:31.586651
1748315046375819,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748315399709117,car,car,0.96,o to,2026-09-16T11:01:31.586651
1748322223041768,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748323249708332,health,health,0.88,suc khoe,2026-09-16T11:01:31.586651
1748334936373830,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748334983040492,health,health,0.88,suc khoe,2026-09-16T11:01:31.586651
1748336949706962,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748337203040270,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748338803040110,health,health,0.88,suc khoe,2026-09-16T11:01:31.586651
1748362133037777,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748364496370874,critical_illness,critical_illness,0.9,benh hiem ngheo,2026-09-16T11:01:31.586651
1748368143037176,life,life_general,0.82,bhnt,2026-09-16T11:01:31.586651
1748380479702609,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748394033034587,health,health,0.88,noi tru,2026-09-16T11:01:31.586651
1748398356367488,life,life_general,0.82,đóng phí,2026-09-16T11:01:31.586651
1748398913034099,health,health,0.88,suc khoe,2026-09-16T11:01:31.586651
1748400386367285,life,universal_life,0.92,lai suat cam ket,2026-09-16T11:01:31.586651
1748402093033781,health,health,0.88,suc khoe,2026-09-16T11:01:31.586651
1748407753033215,health,health,0.88,suc khoe,2026-09-16T11:01:31.586651
1748408099699847,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748412559699401,health,health,0.88,suc khoe,2026-09-16T11:01:31.586651
1748468419693815,life,life_general,0.82,bhnt,2026-09-16T11:01:31.586651
1748475003026490,critical_illness,critical_illness,0.9,ung thu,2026-09-16T11:01:31.586651
1748475863026404,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748482639692393,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748513759689281,health,health,0.88,suc khoe,2026-09-16T11:01:31.586651
1748526856354638,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1749005216306802,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1749033869637270,health,health,0.88,suc khoe,2026-09-16T11:01:31.586651
1749084246298899,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1749261502947840,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1749576076249716,health,health,0.88,noi tru,2026-09-16T11:01:31.586651
1748290493044941,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748297903044200,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748299399710717,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748300339710623,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748300616377262,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748301213043869,bank_insurance,bank_insurance,0.86,vay,2026-09-16T11:01:31.586651
1748302053043785,critical_illness,critical_illness,0.9,ung thu,2026-09-16T11:01:31.586651
1748302519710405,life,life_general,0.82,quyen loi bao hiem,2026-09-16T11:01:31.586651
1748302813043709,health,health,0.88,suc khoe,2026-09-16T11:01:31.586651
1748303576376966,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748304116376912,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748304206376903,car,car,0.96,o to,2026-09-16T11:01:31.586651
1748304309710226,car,car,0.96,o to,2026-09-16T11:01:31.586651
1748304536376870,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748305339710123,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748305689710088,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748306219710035,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748306296376694,bank_insurance,bank_insurance,0.86,vay,2026-09-16T11:01:31.586651
1748306866376637,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748307019709955,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748307209709936,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748307349709922,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748307956376528,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748309023043088,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748309853043005,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748310613042929,bank_insurance,bank_insurance,0.86,vay,2026-09-16T11:01:31.586651
1748312496376074,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748312573042733,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748313099709347,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748313849709272,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748314239709233,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748315959709061,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748316999708957,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748317786375545,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748320653041925,bank_insurance,bank_insurance,0.86,vay,2026-09-16T11:01:31.586651
1748320719708585,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748320749708582,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748320783041912,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748320843041906,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748321573041833,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748322533041737,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748322836375040,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748323339708323,car,car,0.96,o to,2026-09-16T11:01:31.586651
1748323936374930,bank_insurance,bank_insurance,0.86,vay,2026-09-16T11:01:31.586651
1748324089708248,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748326749707982,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748326959707961,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748328293041161,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748338363040154,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748338919706765,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748339363040054,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748339803040010,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748339976373326,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748340126373311,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748344083039582,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748344576372866,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748344906372833,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748345643039426,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
1748364519704205,unknown,unknown,0.3,,2026-09-16T11:01:31.586651
